height,width,time,type,scrollX,scrollY
810,1535,1219.225,mouseover,0,0
810,1535,1219.225,mousemove,0,0
810,1535,1231.225,mousemove,0,0
810,1535,1243.225,mousemove,0,0
810,1535,1256.225,mousemove,0,0
810,1535,1268.225,mousemove,0,0
810,1535,1281.225,mousemove,0,0
810,1535,1293.225,mousemove,0,0
810,1535,1306.225,mousemove,0,0
810,1535,1318.225,mousemove,0,0
810,1535,1330.225,mousemove,0,0
810,1535,1343.225,mousemove,0,0
810,1535,1555.225,mousemove,0,0
810,1535,1567.225,mousemove,0,0
810,1535,1578.225,mouseout,0,0
810,1535,1578.225,mouseover,0,0
810,1535,1578.225,mousemove,0,0
810,1535,1591.225,mousemove,0,0
810,1535,1603.225,mousemove,0,0
810,1535,1616.225,mousemove,0,0
810,1535,1628.225,mousemove,0,0
810,1535,1641.225,mousemove,0,0
810,1535,1653.225,mousemove,0,0
810,1535,1666.225,mousemove,0,0
810,1535,1678.225,mousemove,0,0
810,1535,1690.225,mousemove,0,0
810,1535,1704.225,mousemove,0,0
810,1535,1716.225,mousemove,0,0
810,1535,1729.225,mouseout,0,0
810,1535,1729.225,mousemove,0,0
810,1535,1729.225,mouseover,0,0
810,1535,1741.225,mousemove,0,0
810,1535,1754.225,mousemove,0,0
810,1535,1766.225,mousemove,0,0
810,1535,1779.225,mousemove,0,0
810,1535,1815.225,mousemove,0,0
810,1535,1828.225,mousemove,0,0
810,1535,1840.225,mousemove,0,0
810,1535,1852.225,mousemove,0,0
810,1535,1865.225,mousemove,0,0
810,1535,1877.225,mousemove,0,0
810,1535,1890.225,mousemove,0,0
810,1535,1902.225,mousemove,0,0
810,1535,1915.225,mousemove,0,0
810,1535,1927.225,mouseout,0,0
810,1535,1927.225,mousemove,0,0
810,1535,1927.225,mouseover,0,0
810,1535,1940.225,mousemove,0,0
810,1535,1952.225,mousemove,0,0
810,1535,1964.225,mousemove,0,0
810,1535,1977.225,mousemove,0,0
810,1535,2834.225,mousemove,0,0
810,1535,2847.225,mouseout,0,0
810,1535,2847.225,mousemove,0,0
810,1535,2847.225,mouseover,0,0
810,1535,2859.225,mousemove,0,0
810,1535,2872.225,mousemove,0,0
810,1535,2884.225,mousemove,0,0
810,1535,2897.225,mouseout,0,0
810,1535,2897.225,mouseover,0,0
810,1535,2897.225,mousemove,0,0
810,1535,2909.225,mousemove,0,0
810,1535,2921.225,mouseout,0,0
810,1535,2921.225,mousemove,0,0
810,1535,2921.225,mouseover,0,0
810,1535,2934.225,mousemove,0,0
810,1535,2946.225,mousemove,0,0
810,1535,2959.225,mouseout,0,0
810,1535,2959.225,mouseover,0,0
810,1535,2959.225,mousemove,0,0
810,1535,2971.225,mousemove,0,0
810,1535,2984.225,mousemove,0,0
810,1535,2996.225,mouseout,0,0
810,1535,2996.225,mouseover,0,0
810,1535,2996.225,mousemove,0,0
810,1535,3008.225,mousemove,0,0
810,1535,3021.225,mousemove,0,0
810,1535,3033.225,mousemove,0,0
810,1535,3344.225,mousemove,0,0
810,1535,3356.225,mousemove,0,0
810,1535,3369.225,mousemove,0,0
810,1535,3381.225,mousemove,0,0
810,1535,3394.225,mouseout,0,0
810,1535,3394.225,mousemove,0,0
810,1535,3394.225,mouseover,0,0
810,1535,3406.225,mousemove,0,0
810,1535,3418.225,mousemove,0,0
810,1535,3431.225,mousemove,0,0
810,1535,3444.225,mousemove,0,0
810,1535,3456.225,mouseout,0,0
810,1535,3456.225,mousemove,0,0
810,1535,3456.225,mouseover,0,0
810,1535,3468.225,mousemove,0,0
810,1535,3481.225,mousemove,0,0
810,1535,3493.225,mousemove,0,0
810,1535,3505.225,mousemove,0,0
810,1535,3518.225,mousemove,0,0
810,1535,3530.225,mousemove,0,0
810,1535,3543.225,mousemove,0,0
810,1535,4065.225,mousemove,0,0
810,1535,4077.225,mousemove,0,0
810,1535,4090.225,mousemove,0,0
810,1535,4102.225,mousemove,0,0
810,1535,4115.225,mousemove,0,0
810,1535,4127.225,mousemove,0,0
810,1535,4139.225,mousemove,0,0
810,1535,4152.225,mousemove,0,0
810,1535,4164.225,mouseout,0,0
810,1535,4164.225,mouseover,0,0
810,1535,4164.225,mousemove,0,0
810,1535,4177.225,mousemove,0,0
810,1535,4189.225,mousemove,0,0
810,1535,4202.225,mousemove,0,0
810,1535,4214.225,mousemove,0,0
810,1535,4227.225,mousemove,0,0
810,1535,4239.225,mousemove,0,0
810,1535,4251.225,mousemove,0,0
810,1535,4264.225,mousemove,0,0
